Codice_Interno;Descrizione;Produttore;Codice Produttore
05258035;FLESSIBILE IN ACCIAIO INOX MF 1/2 X 1/2 PROLUNGATO - cm 35;MADE IN ITALY;A16208
05258040;FLESSIBILE IN ACCIAIO INOX MF 1/2 X 1/2 PROLUNGATO - cm 40;MADE IN ITALY;A16210
05258050;FLESSIBILE IN ACCIAIO INOX MF 1/2 X 1/2 PROLUNGATO - cm 50;MADE IN ITALY;A16214
05258060;FLESSIBILE IN ACCIAIO INOX MF 1/2 X 1/2 PROLUNGATO - cm 60;MADE IN ITALY;A16218
05260035;FLESSIBILE INOX MF 1/2 X 3/8 PROLUNGATO - cm 35;MADE IN ITALY;A16308
05260040;FLESSIBILE INOX MF 1/2 X 3/8 PROLUNGATO - cm 40;MADE IN ITALY;A16310
05261050;FLESSIBILE INOX MF 3/8 X 3/8 PROLUNGATO - cm 50;MADE IN ITALY;A16414
05261060;FLESSIBILE INOX MF 3/8 X 3/8 PROLUNGATO - cm 60;MADE IN ITALY;A16418
052640312;FLESSIBILE INOX PER MONOCOMANDO LUNGO - F 3/8 x M 12 cm 35;MADE IN ITALY;A28404
052640412;FLESSIBILE INOX PER MONOCOMANDO LUNGO - F 1/2 x M 12 cm 35;MADE IN ITALY;A28804
05265030;FLESSIBILE INOX M 3/8 PROLUNGATO F 1/2 - cm 30;MADE IN ITALY;A16506
05265035;FLESSIBILE INOX M 3/8 PROLUNGATO F 1/2 - cm 35;MADE IN ITALY;A16508
05265040;FLESSIBILE INOX M 3/8 PROLUNGATO F 1/2 - cm 40;MADE IN ITALY;A16510
05265060;FLESSIBILE INOX M 3/8 PROLUNGATO F 1/2 - cm 60;MADE IN ITALY;A16518
05266030;FLESSIBILE INOX CON BICONO MASCHIO - cm 30 M 1/2 x bicono 10;MADE IN ITALY;A25102
05266035;FLESSIBILE INOX CON BICONO MASCHIO - cm 35 M 1/2 x bicono 10;MADE IN ITALY;A25104
05266040;FLESSIBILE INOX CON BICONO MASCHIO - cm 40 M 1/2 x bicono 10;MADE IN ITALY;A25106
05266050;FLESSIBILE INOX CON BICONO MASCHIO - cm 50 M 1/2 x bicono 10;MADE IN ITALY;A25108
05266060;FLESSIBILE INOX CON BICONO MASCHIO - cm 60 M 1/2 x bicono 10;MADE IN ITALY;A25110
052670410;FLESSIBILE INOX PER MONOCOMANDO LUNGHISSIMO - F 1/2 x M 10 cm 35;MADE IN ITALY;A28264
05268030;FLESSIBILE INOX CON BICONO FEMMINA - cm 30 F 1/2 x bicono 10;MADE IN ITALY;A25122
05268035;FLESSIBILE INOX CON BICONO FEMMINA - cm 35 F 1/2 x bicono 10;MADE IN ITALY;A25124
05268040;FLESSIBILE INOX CON BICONO FEMMINA - cm 40 F 1/2 x bicono 10;MADE IN ITALY;A25126
05268050;FLESSIBILE INOX CON BICONO FEMMINA - cm 50 F 1/2 x bicono 10;MADE IN ITALY;A25130
05269030;FLESSIBILE INOX CON BICONO FEMMINA - cm 30 F 3/8 x bicono 10;MADE IN ITALY;A25202
05269035;FLESSIBILE INOX CON BICONO FEMMINA - cm 35 F 3/8 x bicono 10;MADE IN ITALY;A25204
05269050;FLESSIBILE INOX CON BICONO FEMMINA - cm 50 F 3/8 x bicono 10;MADE IN ITALY;A25208
05270030;FLESSIBILE INOX CON TUBETTO Ø 10 E BICONO Ø 10 - cm 30;MADE IN ITALY;A25502
05270040;FLESSIBILE INOX CON TUBETTO Ø 10 E BICONO Ø 10 - cm 40;MADE IN ITALY;A25506
05272035;FLESSIBILE INOX CON TUBETTO Ø 10 E TUBETTO FILETTATO M 10 - M10 x M10x1 cm 35 DN 8;MADE IN ITALY;A27104
05274030;FLESSIBILE INOX CON CURVA F 1/2 X M 1/2 - cm 30;MADE IN ITALY;A17206
05275025;FLESSIBILE INOX CON CURVA F 3/4 X M 1/2 - cm 25;MADE IN ITALY;A17104
05275030;FLESSIBILE INOX CON CURVA F 3/4 X M 1/2 - cm 30;MADE IN ITALY;A17106
05275035;FLESSIBILE INOX CON CURVA F 3/4 X M 1/2 - cm 35;MADE IN ITALY;A17108
05275040;FLESSIBILE INOX CON CURVA F 3/4 X M 1/2 - cm 40;MADE IN ITALY;A17110
05280040;FLESSIBILE INOX F/F 1/2 X 1/2 - cm 40;MADE IN ITALY;A10310
05280060;FLESSIBILE INOX F/F 1/2 X 1/2 - cm 60;MADE IN ITALY;A10318
05280080;FLESSIBILE INOX F/F 1/2 X 1/2 - cm 80;MADE IN ITALY;A10326
05280100;FLESSIBILE INOX F/F 1/2 X 1/2 - cm 100;MADE IN ITALY;A10334
05280120;FLESSIBILE INOX F/F 1/2 X 1/2 - cm 120;MADE IN ITALY;A10338
05282030;FLESSIBILE INOX F/F 1/2 X 3/8 - cm 30;MADE IN ITALY;A10506
05282035;FLESSIBILE INOX F/F 1/2 X 3/8 - cm 35;MADE IN ITALY;A10508
05282040;FLESSIBILE INOX F/F 1/2 X 3/8 - cm 40;MADE IN ITALY;A10510
05282050;FLESSIBILE INOX F/F 1/2 X 3/8 - cm 50;MADE IN ITALY;A10514
05282060;FLESSIBILE INOX F/F 1/2 X 3/8 - cm 60;MADE IN ITALY;A10518
05284030;FLESSIBILE INOX F/F 3/8 X 3/8 - cm 30;MADE IN ITALY;A10606
05284050;FLESSIBILE INOX F/F 3/8 X 3/8 - cm 50;MADE IN ITALY;A10614
05284060;FLESSIBILE INOX F/F 3/8 X 3/8 - cm 60;MADE IN ITALY;A10618
0535040;Flessibile antivibrante con curva 3/4 x 3/4 - cm 40;MADE IN ITALY;A33704
0535050;Flessibile antivibrante con curva 3/4 x 3/4 - cm 50;MADE IN ITALY;A33706
0535060;Flessibile antivibrante con curva 3/4 x 3/4 - cm 60;MADE IN ITALY;A33708
0535140;FLESSIBILE ANTIVIBRANTE CON CURVA 1" X 1" - cm 40;MADE IN ITALY;A33804
0535150;FLESSIBILE ANTIVIBRANTE CON CURVA 1" X 1" - cm 50;MADE IN ITALY;A33806
0535160;FLESSIBILE ANTIVIBRANTE CON CURVA 1" X 1" - cm 60;MADE IN ITALY;A33808
05352050;FLESSIBILE ANTIVIBRANTE 1/2 X 1/2 - cm 50;MADE IN ITALY;A34106
05352080;FLESSIBILE ANTIVIBRANTE 1/2 X 1/2 - cm 80;MADE IN ITALY;A34112
05354050;FLESSIBILE ANTIVIBRANTE MF 3/4 X 3/4 - cm 50;MADE IN ITALY;A33206
05354060;FLESSIBILE ANTIVIBRANTE MF 3/4 X 3/4 - cm 60;MADE IN ITALY;A33208
05354100;FLESSIBILE ANTIVIBRANTE MF 3/4 X 3/4 - cm 100;MADE IN ITALY;A33216
05356080;FLESSIBILE ANTIVIBRANTE MF 1" X 1" - cm 80;MADE IN ITALY;A33312
05356100;FLESSIBILE ANTIVIBRANTE MF 1" X 1" - cm 100;MADE IN ITALY;A33316
05358030;FLESSIBILE ANTIVIBRANTE MF 1"1/4 X 1"1/4 - cm 30;MADE IN ITALY;A33402
05358040;FLESSIBILE ANTIVIBRANTE MF 1"1/4 X 1"1/4 - cm 40;MADE IN ITALY;A33404
05360030;FLESSIBILE ANTIVIBRANTE MF 1"1/2 X 1"1/2 - cm 30;MADE IN ITALY;A33502
05360040;FLESSIBILE ANTIVIBRANTE MF 1"1/2 X 1"1/2 - cm 40;MADE IN ITALY;A33504
05360060;FLESSIBILE ANTIVIBRANTE MF 1"1/2 X 1"1/2 - cm 60;MADE IN ITALY;A33508
05380150;TUBO SCARICO LAVATRICE - cm 150 - 19/22;MADE IN ITALY;TS95E150
05394150;TUBO CARICO LAVATRICE IN PVC CON CURVA - cm 150;MADE IN ITALY;A36202
05394200;TUBO CARICO LAVATRICE IN PVC CON CURVA - cm 200;MADE IN ITALY;A36204
05394250;TUBO CARICO LAVATRICE IN PVC CON CURVA - cm 250;MADE IN ITALY;A36206
05394300;TUBO CARICO LAVATRICE IN PVC CON CURVA - cm 300;MADE IN ITALY;A36208
05396200;TUBO CARICO LAVATRICE SENZA CURVA - cm 200;MADE IN ITALY;A36104
05396300;TUBO CARICO LAVATRICE SENZA CURVA - cm 300;MADE IN ITALY;A36108
05398150;TUBO CARICO LAVATRICE IN ACCIAIO - cm 150;MADE IN ITALY;A32102
05398150C;TUBO CARICO LAVATRICE IN ACCIAIO - cm 150 con curva;MADE IN ITALY;A32202
05398200;TUBO CARICO LAVATRICE IN ACCIAIO - cm 200;MADE IN ITALY;A32104
05398200C;TUBO CARICO LAVATRICE IN ACCIAIO - cm 200 con curva;MADE IN ITALY;A32204
0540012A;RESISTENZA A TAPPO DIRITTA - 1200 W att 1"1/4 M6 c/p.anodo;MADE IN ITALY;3B090901SCIE
0540015A;RESISTENZA A TAPPO DIRITTA - 1500 W att 1"1/4 M6 c/p.anodo;MADE IN ITALY;3BO90902SCIE
0540020A;RESISTENZA A TAPPO DIRITTA - 2000 W att 1"1/4 M6 c/p.anodo;MADE IN ITALY;3BO202230SCIE
0540030A;RESISTENZA A TAPPO DIRITTA - 3000 W att 1"1/4 M6 c/p.anodo;MADE IN ITALY;3B0302330SCIE
0540212A;RESISTENZA A TAPPO RICURVA - 1200 W att 1"1/4 M6 c/p.anodo;MADE IN ITALY;3BO90911SLCI
0540215A;RESISTENZA A TAPPO RICURVA - 1500 W att 1"1/4 M6 c/p.anodo;MADE IN ITALY;3BO90912SLCI
0540412A;RESISTENZA A FLANGIA DIRITTA - 1200 W M6 c/p.anodo;MADE IN ITALY;3B090921SCI
0540415A;RESISTENZA A FLANGIA DIRITTA - 1500 W M6 c/p.anodo;MADE IN ITALY;3BO90922SCI
0540812A;RESISTENZA A FLANGIA RICURVA - 1200 W M6 c/p.anodo;MADE IN ITALY;3B090931SLCI
0540815A;RESISTENZA A FLANGIA RICURVA - 1500 W M6 c/p.anodo;MADE IN ITALY;3BO90932SLCI
05426;TERMOSTATO PER SCALDABAGNI ARISTON - 10-15-30 lt;MADE IN ITALY;3RAS691662
0543004;VALVOLA DI SICUREZZA PER SCALDABAGNO - 1/2 MF;MADE IN ITALY;WP142.11/8
0543005;VALVOLA DI SICUREZZA PER SCALDABAGNO - 3/4 MF;MADE IN ITALY;WP152.01/8
05438;VOLVOLA PLURIMA PER SCALDABAGNO SVUOTAMENTO RAPIDO - 1/2 MF;MADE IN ITALY;VS1203.55.22
05444;TERMOSTATI PER SCALDABAGNI 10 - 15 - 30 LT - Con capillare;MADE IN ITALY;398I0570
05446;GUARNIZIONE PER FLANGIA SCALDABAGNI 10 - 15 - 30 LT - In gomma;MADE IN ITALY;398I0314
05470;RESISTENZA A FLANGIA PER MODELLI 200 LT - 2400 W;MADE IN ITALY;398I1510
0550204;GALLEGGIANTE INGLESE - 1/2;MADE IN ITALY;521/4 1/2
0550206;GALLEGGIANTE INGLESE - 1";MADE IN ITALY;521.4.1
05531090;SFERA Ø 90 - Inserto ottone 1/4;MADE IN ITALY;SF090T
0560204;CONTATORE A SECCO 8 RULLI BOSCO USDA - 1/2;MADE IN ITALY;USDA15NC110B
0560205;CONTATORE A SECCO 8 RULLI BOSCO USDA - 3/4;MADE IN ITALY;USDA20NC130B
0560404;CONTATORE A SECCO 8 RULLI BOSCO UAR - 1/2;MADE IN ITALY;NAF15NC110AGB
0560405;CONTATORE A SECCO 8 RULLI BOSCO UAR - 3/4;MADE IN ITALY;NAF05130
056140405;CODOLO CON CALOTTA PER CONTATORI - 1/2 x 3/4;MADE IN ITALY;5006012034G
056140506;CODOLO CON CALOTTA PER CONTATORI - 3/4 x 1";MADE IN ITALY;5006034001G
056140607;CODOLO CON CALOTTA PER CONTATORI - 1" x 1"1/4;MADE IN ITALY;5006001114G
056140708;CODOLO CON CALOTTA PER CONTATORI - 1"1/4 x 1"1/2;MADE IN ITALY;5006114112G
056140809;CODOLO CON CALOTTA PER CONTATORI - 1"1/2 x 2";MADE IN ITALY;5006112002G
05616FF;RUBINETTO 'TIPO SICILIA' - FF 1/2;MADE IN ITALY;ART. 7
05616MF;RUBINETTO 'TIPO SICILIA' - MF 1/2;MADE IN ITALY;ART. 7
05616MM;RUBINETTO 'TIPO SICILIA' - MM 1/2;MADE IN ITALY;ART.7 1/2
0572602;DEFANGATORE MAGNETICO SOTTOCALDAIA WHITE - 3/4;MADE IN ITALY;DFG200
05770;KIT MX 120/1 - Senza centralina;MADE IN ITALY;120002
05771;KIT MX 120 MINI - Senza centralina;MADE IN ITALY;120012
05772;KIT MX 135 1 MINI - Senza centralina;MADE IN ITALY;135111
05773;KIT MX 135 2 RIDOTTO - Senza centralina;MADE IN ITALY;135201
05775;CENTRALINA ELETTRONICA - Mod. SLX/T2;MADE IN ITALY;100032
05777;KIT MX 115/1 MINI - Senza centralina;MADE IN ITALY;115011
0578914;SCAMBIATORE DI CALORE TMS - 14 piastre 22 KW 3/4-1/2;MADE IN ITALY;SP207VCW14
0578940;SCAMBIATORE DI CALORE TMS - 40 piastre 60 KW 3/4-3/4;MADE IN ITALY;SP2073440
0579020;SCAMBIATORE DI CALORE 1"-1" - 20 piastre;MADE IN ITALY;17B25002004
0579030;SCAMBIATORE DI CALORE 1"-1" - 30 piastre;MADE IN ITALY;17B2503004
0579040;SCAMBIATORE DI CALORE 1"-1" - 40 piastre;MADE IN ITALY;17B2504004
05900;KIT COMPLETO 'MINI CATIS' BRONZATO - -;MADE IN ITALY;11009005
05924;KIT FISSAGGI VASO/BIDET LATERALE BRONZATI - foro laterale;MADE IN ITALY;11040205
0593604;ROSETTA RAME ANTICO - 1/2 in blister;MADE IN ITALY;1102200204
05938150;LACCIO DOCCIA CONICO BRONZATO - cm 150;MADE IN ITALY;0505641505
05938200;LACCIO DOCCIA CONICO BRONZATO - cm 200;MADE IN ITALY;0505642005
0594404;CURVETTA DOCCIA BRONZATA - 1/2 MM;MADE IN ITALY;746.BR
0602304;VALVOLA A SQUADRA PER COLLETTORI C/BOCCHETTONE ORIENTABILE 360° - 1/2;MADE IN ITALY;VSQ1212
0602305;VALVOLA A SQUADRA PER COLLETTORI C/BOCCHETTONE ORIENTABILE 360° - 3/4;MADE IN ITALY;VSQ3434
0602306;VALVOLA A SQUADRA PER COLLETTORI C/BOCCHETTONE ORIENTABILE 360° - 1";MADE IN ITALY;VSQ1010
0620003;RUBINETTO PER CONTENITORI ACCIAIO PER OLIO - 3/8 Ottone;MADE IN ITALY;6810004
0620612;RUBINETTO PER BOTTI CON RIEMPIBOTTIGLIA - 12;MADE IN ITALY;6990002
0620614;RUBINETTO PER BOTTI CON RIEMPIBOTTIGLIA - 14;MADE IN ITALY;6990003
0620616;RUBINETTO PER BOTTI CON RIEMPIBOTTIGLIA - 16;MADE IN ITALY;ART. 699
0620618;RUBINETTO PER BOTTI CON RIEMPIBOTTIGLIA - 18;MADE IN ITALY;6990005
0630203;MINIVALVOLA A SFERA M/F - 3/8;MADE IN ITALY;2310 N 010
0648007;GIUNTO DIELETTRICO MASCHIO/MASCHIO - 1"1/4;MADE IN ITALY;999000005429
0648008;GIUNTO DIELETTRICO MASCHIO/MASCHIO - 1"1/2;MADE IN ITALY;9995569
0648409;GIUNTO DIELETTRICO MASCHIO/FEMMINA - 2";MADE IN ITALY;041334
0661004;FILTRO IN ACCIAIO INOX - 1/2;MADE IN ITALY;7110.015
0661005;FILTRO IN ACCIAIO INOX - 3/4;MADE IN ITALY;7110.020
0661006;FILTRO IN ACCIAIO INOX - 1";MADE IN ITALY;7110.025
0661007;FILTRO IN ACCIAIO INOX - 1"1/4;MADE IN ITALY;7110.032
0661008;FILTRO IN ACCIAIO INOX - 1"1/2;MADE IN ITALY;7110.040
0661010;FILTRO IN ACCIAIO INOX - 2"1/2;MADE IN ITALY;7110.060
0661011;FILTRO IN ACCIAIO INOX - 3";MADE IN ITALY;7110.080
0661012;FILTRO IN ACCIAIO INOX - 4";MADE IN ITALY;7110.100
067000850;RACCORDO PORTA GOMMA TIPO 'ROMA' OTTONE - 1"1/2 x 50;MADE IN ITALY;1000112050G
067040414;RACCORDO CURVO PER POMPA OTTONE - 1/2 x 15;MADE IN ITALY;8301215
067040520;RACCORDO CURVO PER POMPA OTTONE - 3/4 x 20;MADE IN ITALY;8301220
067040735;RACCORDO CURVO PER POMPA OTTONE - 1"1/4 x 35;MADE IN ITALY;8311435
067040840;RACCORDO CURVO PER POMPA OTTONE - 1"1/2 x 40;MADE IN ITALY;8311240
067040960;RACCORDO CURVO PER POMPA OTTONE - 2" x 60;MADE IN ITALY;8320060
0670615;RACCORDO 3 PEZZI OTTONE - 15;MADE IN ITALY;8515
0670618;RACCORDO 3 PEZZI OTTONE - 18;MADE IN ITALY;8518
0670620;RACCORDO 3 PEZZI OTTONE - 20;MADE IN ITALY;8520
0670625;RACCORDO 3 PEZZI OTTONE - 25;MADE IN ITALY;8525
0670630;RACCORDO 3 PEZZI OTTONE - 30;MADE IN ITALY;8530
0670635;RACCORDO 3 PEZZI OTTONE - 35;MADE IN ITALY;8535
0670640;RACCORDO 3 PEZZI OTTONE - 40;MADE IN ITALY;8540
0670650;RACCORDO 3 PEZZI OTTONE - 50;MADE IN ITALY;8550
0670904;RACCORDO PER CASSONE IN OTTONE - 1/2 Fil. Int. 3/8;MADE IN ITALY;1770012038G
0670905;RACCORDO PER CASSONE IN OTTONE - 3/4 Fil. Int. 1/2;MADE IN ITALY;1770034012G
0670906;RACCORDO PER CASSONE IN OTTONE - 1" Fil. Int. 3/4;MADE IN ITALY;1770001034G
0670907;RACCORDO PER CASSONE IN OTTONE - 1"1/4 Fil. Int. 1";MADE IN ITALY;1770114001G
0671403;RACCORDO CURVO GIALLO 3 PEZZI - 3/8;MADE IN ITALY;235 OR 38
0671404;RACCORDO CURVO GIALLO 3 PEZZI - 1/2;MADE IN ITALY;235 OR 12
0671405;RACCORDO CURVO GIALLO 3 PEZZI - 3/4;MADE IN ITALY;235 OR 34
0671406;RACCORDO CURVO GIALLO 3 PEZZI - 1";MADE IN ITALY;235 OR 01
0671407;RACCORDO CURVO GIALLO 3 PEZZI - 1"1/4;MADE IN ITALY;235 OR P4
0671408;RACCORDO CURVO GIALLO 3 PEZZI - 1"1/2;MADE IN ITALY;235 OR
0671409;RACCORDO CURVO GIALLO 3 PEZZI - 2";MADE IN ITALY;235 OR
0680506;RACCORDO OTTONE PER TUBO FERRO M - 1";MADE IN ITALY;1191010
068180302;RACCORDO FILETTATO FEMMINA PER CONDIZIONAMENTO - F. 3/8 x 1/4;MADE IN ITALY;3203038014G
068180304;RACCORDO FILETTATO FEMMINA PER CONDIZIONAMENTO - F. 3/8 x 1/2;MADE IN ITALY;81627ADAC05
068180402;RACCORDO FILETTATO FEMMINA PER CONDIZIONAMENTO - F. 1/2 x 1/4;MADE IN ITALY;3203012014G
0682002;DADO PER RACCORDI CONDIZIONAMENTO - 1/4 Ø 6;MADE IN ITALY;81620AB05
0682003;DADO PER RACCORDI CONDIZIONAMENTO - 3/8 Ø 10;MADE IN ITALY;81620AC05
068270203;DADO RIDOTTO PER RACCORDI CONDIZIONAMENTO - 1/4 - 3/8;MADE IN ITALY;81621ABAC05
068270304;DADO RIDOTTO PER RACCORDI CONDIZIONAMENTO - 3/8 - 1/2;MADE IN ITALY;81621ACAD05
0682802;TAPPO PER RACCORDI CONDIZIONAMENTO - 1/4;MADE IN ITALY;81622AB05
0682804;TAPPO PER RACCORDI CONDIZIONAMENTO - 3/8;MADE IN ITALY;81622AC05
0682806;TAPPO PER RACCORDI CONDIZIONAMENTO - 1/2;MADE IN ITALY;81622AD05
0682808;TAPPO PER RACCORDI CONDIZIONAMENTO - 5/8;MADE IN ITALY;81622AI05
0683201;BOMBOLA GAS R32 - Kg 1 att. 1/2;MADE IN ITALY;TR32/1FE
0683502;RUBINETTO PER BOMBOLE DA 1 KG - 1/4 R22-R422-R407;MADE IN ITALY;01034.24
0683504;RUBINETTO PER BOMBOLE DA 1 KG - 5/16 R410;MADE IN ITALY;01034.25
0690104;RACCORDO A TEE F-F-M OTTONE GIALLO - 1/2;MADE IN ITALY;6510012012G
0690105;RACCORDO A TEE F-F-M OTTONE GIALLO - 3/4;MADE IN ITALY;6510034034G
069020503;RACCORDO A TEE RIDOTTO AL CENTRO OTTONE GIALLO - 1/2 x 3/8 x 1/2;MADE IN ITALY;8130R004003004
06903040405;RACCORDO A TEE RIDOTTO LATERALE OTTONE GIALLO - 1/2 x 1/2 x 3/4;MADE IN ITALY;8130R006004004
0690402;MANICOTTO FEMMINA/FEMMINA OTTONE GIALLO - 1/4;MADE IN ITALY;1500692
069050403;RACCORDO A GOMITO RIDOTTO F/F OTTONE GIALLO - 1/2 x 3/8;MADE IN ITALY;8090R004003000
0691002;GOMITO FEMMINA/FEMMINA OTTONE GIALLO - 1/4 x 1/4;MADE IN ITALY;C006000
0691202;GOMITO MASCHIO/FEMMINA OTTONE GIALLO - 1/4 x 1/4;MADE IN ITALY;C005000
069250304;CODOLO OTTONE GIALLO DADO GIREVOLE - M 3/8 - F 1/2;MADE IN ITALY;5000038012G
069250404;CODOLO OTTONE GIALLO DADO GIREVOLE - M 1/2 - F 1/2;MADE IN ITALY;5000012012G
069250405;CODOLO OTTONE GIALLO DADO GIREVOLE - M 1/2 - F 3/4;MADE IN ITALY;5000012034G
069250506;CODOLO OTTONE GIALLO DADO GIREVOLE - M 3/4 - F 1";MADE IN ITALY;5000034001G
069250607;CODOLO OTTONE GIALLO DADO GIREVOLE - M 1" - F 1" 1/4;MADE IN ITALY;5000001114G
069260470;PROLUNGA OTTONE GIALLO - 1/2 x 70;MADE IN ITALY;8540 00407
0692707;NIPLES LUNGO 7 FILETTI OTTONE GIALLO - 1"1/4;MADE IN ITALY;8280 010000000
0692708;NIPLES LUNGO 7 FILETTI OTTONE GIALLO - 1"1/2;MADE IN ITALY;8280 012000000
0692709;NIPLES LUNGO 7 FILETTI OTTONE GIALLO - 2";MADE IN ITALY;8280 016000000
069320706;NIPLES RIDOTTO OTTONE GIALLO - 1"1/4 x 1;MADE IN ITALY;C004009
0694204;RACCORDO A TEE MASCHIO OTTONE GIALLO - 1/2;MADE IN ITALY;4710020
0711206;GOMITO MASCHIO/MASCHIO OTTONE NICHELATO - 1" x 1";MADE IN ITALY;2700F9B101000A
0711504;RACCORDO Y MASCHIO OTTONE CROMATO - M 1/2 x F 1/2 x F 1/2;MADE IN ITALY;490C 12
071300403;MANICOTTO RIDOTTO MASCHIO/FEMMINA CROMATO - 3/8 - 1/2;MADE IN ITALY;81020ACAD06
071300504;MANICOTTO RIDOTTO MASCHIO/FEMMINA CROMATO - 1/2 - 3/4;MADE IN ITALY;81020ADAE06
071300604;MANICOTTO RIDOTTO MASCHIO/FEMMINA CROMATO - 1/2 - 1";MADE IN ITALY;116 C0112
071300605;MANICOTTO RIDOTTO MASCHIO/FEMMINA CROMATO - 3/4 - 1";MADE IN ITALY;81020AEAF06
071310304;CODOLO OTTONE CROMATO DADO GIREVOLE - M 3/8 - F 1/2;MADE IN ITALY;5000038012C
071310404;CODOLO OTTONE CROMATO DADO GIREVOLE - M 1/2 . F 1/2;MADE IN ITALY;5000012012C
071310405;CODOLO OTTONE CROMATO DADO GIREVOLE - M 1/2 - F 3/4;MADE IN ITALY;5000012034C
0721608;BUSSOLA DI RINFORZO - 20 x 2,5 ACQUA;MADE IN ITALY;62000004
0721610;BUSSOLA DI RINFORZO - 25 x 2,5 ACQUA;MADE IN ITALY;62000006
0721612;BUSSOLA DI RINFORZO - 32 x 2,5 ACQUA;MADE IN ITALY;62000009
07350;POLIFUSORE - 800 Watt;MADE IN ITALY;01018.5
0735275;COPPIA MATRICI PER POLIFUSORI TIPO 3 - Ø 75;MADE IN ITALY;01020.1
07353;COPPIA MATRICE PER TAPPO RIPARA FORI TIPO 3 - Ø 7;MADE IN ITALY;01020.03
07400180;VITE DI PROLUNGAMENTO 1/2 ZINCATE - 180;MADE IN ITALY;5320ZD18
07400800;VITE DI PROLUNGAMENTO 1/2 ZINCATE - 800;MADE IN ITALY;530102803
07400900;VITE DI PROLUNGAMENTO 1/2 ZINCATE - 1000;MADE IN ITALY;5301021003
07402900;VITE DI PROLUNGAMENTO 3/4 ZINCATE - 1000;MADE IN ITALY;5303041003
07404180;VITE DI PROLUNGAMENTO 1" ZINCATE - 180;MADE IN ITALY;530100183
07404800;VITE DI PROLUNGAMENTO 1" ZINCATE - 800;MADE IN ITALY;530100803
07404900;VITE DI PROLUNGAMENTO 1" ZINCATE - 1000;MADE IN ITALY;5301001003
07406180;VITE DI PROLUNGAMENTO 1"1/4 ZINCATE - 180;MADE IN ITALY;530114083
07408180;VITE DI PROLUNGAMENTO 1"1/2 ZINCATE - 180;MADE IN ITALY;530112183
07416080;VITE DI PROLUNGAMENTO 4" ZINCATE - 80;MADE IN ITALY;530400083
07416200;VITE DI PROLUNGAMENTO 4" ZINCATE - 200;MADE IN ITALY;530400203
0744607;TAPPO FEMMINA ACCIAIO - 1"1/4;MADE IN ITALY;300114004
0744608;TAPPO FEMMINA ACCIAIO - 1"1/2;MADE IN ITALY;300112004
0744907;MANICOTTO FEMMINA/FEMMINA ACCIAIO - 1"1/4;MADE IN ITALY;268114001
0744908;MANICOTTO FEMMINA/FEMMINA ACCIAIO - 1"1/2;MADE IN ITALY;268112001
0744909;MANICOTTO FEMMINA/FEMMINA ACCIAIO - 2";MADE IN ITALY;268200001
0750004;CURVA A SORPASSO FEMMINA/FEMMINA ZINCATA - 1/2;MADE IN ITALY;08505003
0750005;CURVA A SORPASSO FEMMINA/FEMMINA ZINCATA - 3/4;MADE IN ITALY;08525004
0750006;CURVA A SORPASSO FEMMINA/FEMMINA ZINCATA - 1";MADE IN ITALY;08505005
0750203;GOMITO FEMMINA/FEMMINA ZINCATO - 3/8;MADE IN ITALY;09005002
0750212;GOMITO FEMMINA/FEMMINA ZINCATO - 4";MADE IN ITALY;0900500C
0750410;GOMITO MASCHIO/FEMMINA ZINCATO - 2"1/2;MADE IN ITALY;09225009
0750412;GOMITO MASCHIO/FEMMINA ZINCATO - 4";MADE IN ITALY;0920500C
0750603;TEE ZINCATO - 3/8;MADE IN ITALY;13005002
0750611;TEE ZINCATO - 3";MADE IN ITALY;1302500A
0750612;TEE ZINCATO - 4";MADE IN ITALY;1300500C
0750804;CROCE ZINCATA - 1/2;MADE IN ITALY;18005003
0750805;CROCE ZINCATA - 3/4;MADE IN ITALY;18005004
0750806;CROCE ZINCATA - 1";MADE IN ITALY;18025005
0750807;CROCE ZINCATA - 1"1/4;MADE IN ITALY;18005006
0750808;CROCE ZINCATA - 1"1/2;MADE IN ITALY;18005007
0750809;CROCE ZINCATA - 2";MADE IN ITALY;18005008
0751005;DISTRIBUZIONE A GOMITO ZINCATO - 3/4;MADE IN ITALY;22105004
0751204;MANICOTTO FEMMINA/FEMMINA ZINCATO - 1/2;MADE IN ITALY;27005003
0751205;MANICOTTO FEMMINA/FEMMINA ZINCATO - 3/4;MADE IN ITALY;27005004
0751206;MANICOTTO FEMMINA/FEMMINA ZINCATO - 1";MADE IN ITALY;27005005
0751211;MANICOTTO FEMMINA/FEMMINA ZINCATO - 3";MADE IN ITALY;2700500A
0751603;NIPLES ZINCATO - 3/8;MADE IN ITALY;28005002
0751610;NIPLES ZINCATO - 2"1/2;MADE IN ITALY;28025009
0751611;NIPLES ZINCATO - 3";MADE IN ITALY;2802500A
0751612;NIPLES ZINCATO - 4";MADE IN ITALY;2800500C
0751804;CALOTTA ESAGONALE ZINCATA - 1/2;MADE IN ITALY;30005003
0751805;CALOTTA ESAGONALE ZINCATA - 3/4;MADE IN ITALY;30005004
0751808;CALOTTA ESAGONALE ZINCATA - 1"1/2;MADE IN ITALY;30025007
0751809;CALOTTA ESAGONALE ZINCATA - 2";MADE IN ITALY;30025008
0752003;TAPPO MASCHIO ZINCATO - 3/8;MADE IN ITALY;29005002
